,text,polarity
13553,what i am put off by is the fact that no gate supervisor has tried to come by and communicate with us,neutral
13554,not anymore,neutral
13555,need to change flight but the csis telling me it cant take my call cant change online please help flight is this week,negative
13556,hours and still no bag could have flown to costa rica and back by now i had gifts for my family in my bags,positive
13557,no when i call aa now i cant even get on holdcan you help me,neutral
13558,liesliesliesworst travel experience of my life dayno clothes on vacalostluggage unprofessional pit mia,positive
13559,tell that piece of shit to get fucked ill fly exclusively with you for life,negative
13560,i have continued contacting your phone reps forhours and am still unable to get through thats absurd and i am livid,negative
13561,probably had money onthey said to hell withlol,negative
13562,dfw gateto bmi agent seriously is beyond incompetentnever flying aa again if can be avoided fail pathetic,negative
13563,im going to speak with customer service at the airport tomorrow morning and see what my options are i need a flight tomorrow,negative
13564,can we get a status update on flightare we going to make it home tonight,negative
13565,'ÿ   in my hotel now thank you,positive
13566,i have almostmillion miles w u so i am loyal to uwhen r u going to reciprocatewhat a joke,positive
13567,thank you for holding we apologize for the delay in answering your call to speak to a representative please continue to hold,neutral
13568,weather was not involved,neutral
13569,no i was on hold forhoursdiff agents each w different information frustrating kept getting txfd,negative
13570,im still on hold if youre wonderinghoursminutes and countingservicefail onholdforever suboptimal,neutral
13571,i have never seen such incompetency from a gate agent in years of business travel dfw b gate agent needs training or new job,negative
13572,it says changes cant be made online,neutral
13573,whats the status of flights for tuesday out of dallas,neutral
13574,hey you cancelled my flight and i cant get someone on the phone to rebookhour wait minimum can i get some service,negative
13575,our fttusdfw wcx to lga tomorrow canceledhrs so far waiting for call back what should we do need to get to nyc,negative
13576,and our meals are also on us because this company does not care about their customers truly disgraceful,positive
13577,by far the best example of the worst company,neutral
13578,cost me a day of vacationhotel stay day of dog boarding and a day of airport parking,neutral
13579,got my bags this morning thanks,neutral
13580,joanna is wonderful new flight booked by a very friendly and helpful agent during a very stressful day thank you,positive
13581,and the way i have been spoken to by dfw and mia employees is truly disgusting save the pain fly with anyone else,negative
13582,im home amp only hr lateno thanks to your service centretheir plan involvedflight legs all across na andfull days,neutral
13583,thx for losing my bag how hard is it to care for a bag w priority on itwhy do u cont to not care for eps,negative
